City_ID,City,Country,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
344,Natal,BR,-5.795,-35.2094,84.42,61,40,18.41,scattered clouds
345,Paka,MY,4.6374,103.4368,76.98,94,100,0.0,overcast clouds
346,Puerto del Rosario,ES,28.5004,-13.8627,64.15,59,0,12.66,clear sky
347,Bandarbeyla,SO,9.4942,50.8122,75.2,67,3,15.79,clear sky
348,Buluang,PH,13.3068,123.3425,73.4,93,28,4.79,scattered clouds
349,Tilichiki,RU,60.4667,166.1,-9.4,99,74,8.52,broken clouds
350,Galle,LK,6.0367,80.217,75.9,90,100,6.73,overcast clouds
351,Gubkinskiy,RU,64.434,76.5026,6.01,96,13,8.59,few clouds
352,Wanning,CN,18.8003,110.3967,71.2,95,100,6.33,overcast clouds
353,Cururupu,BR,-1.8283,-44.8683,76.17,95,92,3.22,very heavy rain
354,Mgandu,TZ,-5.95,34.1333,59.79,94,81,3.65,moderate rain
355,Bull Savanna,JM,17.8868,-77.5902,80.31,63,1,17.54,clear sky
356,Kimbe,PG,-5.5502,150.1429,76.28,92,89,2.1,overcast clouds
357,Torbat-e Jām,IR,35.244,60.6225,47.16,73,1,3.49,clear sky
358,Acoua,YT,-12.7239,45.0582,80.51,79,100,1.23,overcast clouds
359,Ostrovnoy,RU,68.0531,39.5131,21.13,90,100,5.61,light snow
360,Ancud,CL,-41.8697,-73.8203,64.63,70,5,7.4,clear sky
361,Santa Cruz de la Sierra,BO,-17.8,-63.1667,80.06,78,75,10.36,light rain
362,Gimbi,ET,9.1667,35.8333,62.82,30,71,1.1,broken clouds
363,Upata,VE,8.0086,-62.3989,82.18,52,100,3.4,overcast clouds
364,Praia da Vitória,PT,38.7333,-27.0667,59.76,82,20,14.99,few clouds
365,Saryagash,KZ,41.4511,69.1701,40.96,90,78,5.32,broken clouds
366,La Palma,US,33.8464,-118.0467,71.82,31,75,3.44,broken clouds
367,Wenling,CN,28.3669,121.36,44.65,73,94,8.97,overcast clouds
368,Khorixas,NA,-20.3667,14.9667,76.98,35,99,10.96,overcast clouds
369,Agüimes,ES,27.9054,-15.4461,59.67,51,0,4.61,clear sky
370,Bontang,ID,0.1333,117.5,74.59,95,100,3.87,overcast clouds
371,Tagusao,PH,9.1924,117.8141,77.49,79,100,4.72,overcast clouds
372,Palmer,US,42.1584,-72.3287,38.57,36,20,16.11,few clouds
373,Kumba,CM,4.6363,9.4469,78.03,76,5,3.6,clear sky
374,Bereda,ES,43.2686,-7.5406,41.41,100,6,2.39,clear sky
375,Vao,NC,-22.6667,167.4833,79.7,81,84,10.67,broken clouds
376,Marsh Harbour,BS,26.5412,-77.0636,76.06,68,0,7.56,clear sky
377,Dingle,PH,10.9995,122.6711,72.99,96,71,8.25,broken clouds
378,Adrar,MR,20.5022,-10.0711,63.52,14,11,12.12,few clouds
379,Chui,UY,-33.6971,-53.4616,69.49,90,100,15.41,moderate rain
380,Balabac,PH,7.9868,117.0645,80.13,84,76,15.5,broken clouds
381,Tuatapere,NZ,-46.1333,167.6833,65.79,94,80,1.77,broken clouds
382,Redcar,GB,54.6166,-1.06,52.09,66,100,11.99,overcast clouds
383,Durban,ZA,-29.8579,31.0292,77.02,88,48,3.0,scattered clouds
384,Radzyń Podlaski,PL,51.7833,22.6167,33.12,88,100,15.17,overcast clouds
385,Beidao,CN,34.5686,105.8933,36.23,58,100,2.62,overcast clouds
386,Kokopo,PG,-4.352,152.2633,79.59,79,100,6.78,overcast clouds
387,Ballina,AU,-28.8667,153.5667,71.78,99,24,3.29,few clouds
388,Labuhan,ID,-6.8844,112.2051,75.61,90,100,5.12,light rain
389,Najrān,SA,17.4924,44.1277,70.45,47,3,1.45,clear sky
390,Mina,MX,26.0011,-100.5299,62.22,40,42,10.11,scattered clouds
391,Moryakovskiy Zaton,RU,56.6956,84.6467,-4.14,100,95,0.83,overcast clouds
392,Marzuq,YE,14.4,46.4667,65.03,57,0,3.8,clear sky
393,Thanh Hoa,VN,19.8,105.7667,67.62,95,100,2.48,overcast clouds
394,Lehigh Acres,US,26.6254,-81.6248,88.0,61,0,14.97,clear sky
395,Kathu,TH,7.9178,98.3332,76.82,81,100,5.57,overcast clouds
396,Sumbe,AO,-11.2061,13.8437,77.88,83,46,7.81,scattered clouds
397,Krutinka,RU,56.0055,71.5113,7.54,93,94,4.9,overcast clouds
398,Jining,CN,35.405,116.5814,28.56,37,0,5.44,clear sky
399,Oranmore,IE,53.2683,-8.92,49.77,88,78,21.88,broken clouds
400,Itoman,JP,26.1247,127.6694,60.82,77,7,5.75,clear sky
401,Kamaishi,JP,39.2667,141.8833,26.35,62,41,6.22,scattered clouds
402,Pereira Barreto,BR,-20.6383,-51.1092,87.37,52,78,8.21,light rain
403,Kalga,RU,50.9251,118.898,-15.09,99,92,1.54,overcast clouds
404,Peterhead,GB,57.5058,-1.7981,52.45,78,100,24.4,overcast clouds
405,Yar-Sale,RU,66.8333,70.8333,4.93,95,18,8.63,few clouds
406,Novy Urengoy,RU,66.0833,76.6333,6.58,94,17,10.13,few clouds
407,Sayansk,RU,54.1088,102.1648,-9.31,100,100,1.9,overcast clouds
408,Key Largo,US,25.0865,-80.4473,84.0,76,73,12.95,broken clouds
409,Pekan,MY,3.4836,103.3996,75.31,95,100,6.24,overcast clouds
410,Prince Rupert,CA,54.3161,-130.3201,42.49,86,100,46.04,light rain
411,Salalah,OM,17.0151,54.0924,73.49,60,75,2.3,broken clouds
412,Zuwārah,LY,32.9312,12.082,56.68,59,100,11.14,overcast clouds
413,Khandyga,RU,62.6667,135.6,-28.08,98,100,2.39,overcast clouds
414,Rio Verde de Mato Grosso,BR,-18.9181,-54.8442,83.57,74,97,4.9,overcast clouds
415,Numan,NG,9.4667,12.0333,86.25,16,0,5.21,clear sky
416,Evensk,RU,61.95,159.2333,-6.34,84,26,7.9,scattered clouds
417,Wuning,CN,29.2589,120.2311,39.25,91,100,1.5,overcast clouds
418,Dalvik,IS,65.9702,-18.5286,33.73,93,100,10.74,snow
419,Wilmington,US,34.2257,-77.9447,41.95,90,100,4.61,mist
420,Great Bend,US,38.3645,-98.7648,48.33,34,0,16.11,clear sky
421,Impfondo,CG,1.6381,18.0667,74.95,78,97,3.42,overcast clouds
422,Kaoma,ZM,-14.7833,24.8,64.81,97,84,2.51,moderate rain
423,Thai Binh,VN,20.45,106.3333,67.37,93,100,8.14,overcast clouds
424,Nara,JP,34.6851,135.8049,35.49,58,99,1.05,overcast clouds
425,Lagoa,PT,39.05,-27.9833,57.96,81,25,23.11,light rain
426,Bathsheba,BB,13.2167,-59.5167,81.21,65,40,19.57,scattered clouds
427,Eureka,US,40.8021,-124.1637,60.21,38,100,3.0,overcast clouds
428,Kahului,US,20.8947,-156.47,80.96,72,20,8.05,few clouds
429,Buraidah,SA,26.326,43.975,55.85,39,0,9.35,clear sky
430,Bubaque,GW,11.2833,-15.8333,77.04,68,30,13.0,scattered clouds
431,Auki,SB,-8.7676,160.7034,78.19,85,93,3.74,overcast clouds
432,Bealanana,MG,-14.55,48.7333,65.62,97,83,2.13,light rain
433,Den Helder,NL,52.9599,4.7593,48.97,88,100,20.0,overcast clouds
434,Agapovka,RU,53.2973,59.1348,0.95,97,24,1.19,few clouds
435,Aklavik,CA,68.2191,-135.0107,-32.8,68,20,9.22,few clouds
436,Avera,US,33.194,-82.5271,51.39,81,100,3.33,overcast clouds
437,Richards Bay,ZA,-28.783,32.0377,75.0,89,100,4.63,light rain
438,Muros,ES,42.7762,-9.0603,45.09,88,0,3.15,clear sky
439,Hlobyne,UA,49.3878,33.2596,32.16,93,100,5.64,light snow
440,Playas,EC,-2.6333,-80.3833,81.19,72,62,13.51,broken clouds
441,Kidal,ML,18.4411,1.4078,74.77,9,11,11.79,few clouds
442,Manacapuru,BR,-3.2997,-60.6206,84.34,73,30,4.18,scattered clouds
443,Moree,AU,-29.4667,149.85,73.53,66,0,1.66,clear sky
444,Menzelinsk,RU,55.7271,53.1026,6.66,98,98,3.22,overcast clouds
445,Pābna,BD,24.0,89.25,58.95,64,67,8.16,broken clouds
446,Nizhniy Kuranakh,RU,58.8353,125.4869,3.13,95,100,6.58,overcast clouds
447,Boende,CD,-0.2167,20.8667,75.04,73,61,2.3,broken clouds
448,Kongolo,CD,-5.3833,27.0,72.34,87,100,4.14,overcast clouds
449,Kichera,RU,55.9375,110.0997,0.28,97,100,0.83,overcast clouds
450,São Borja,BR,-28.6606,-56.0044,100.9,21,100,8.93,light rain
451,Kununurra,AU,-15.7667,128.7333,76.98,94,99,0.0,overcast clouds
452,Bossangoa,CF,6.4926,17.4552,81.63,27,77,1.43,broken clouds
453,Laguna,US,38.421,-121.4238,63.18,57,0,1.01,clear sky
454,Bilma,NE,18.6853,12.9164,68.5,17,29,7.65,scattered clouds
455,Marawi,PH,7.9986,124.2928,65.64,95,100,1.01,overcast clouds
456,Pandaria,IN,22.2333,81.4167,54.43,21,100,4.12,overcast clouds
457,Suárez,CO,2.954,-76.6964,79.07,68,57,4.79,broken clouds
458,Vrnjačka Banja,RS,43.6167,20.9,40.23,88,96,4.05,overcast clouds
459,Solnechnyy,RU,50.7214,136.6319,-16.92,98,22,3.4,few clouds
460,Mendoza,AR,-32.8908,-68.8272,87.33,35,20,8.05,few clouds
461,Uruguaiana,BR,-29.7547,-57.0883,86.04,51,100,23.62,overcast clouds
462,Saravena,CO,6.9538,-71.8752,93.88,24,7,5.39,clear sky
463,Alappuzha,IN,9.49,76.3264,75.94,80,100,4.25,overcast clouds
464,Akot,IN,21.0964,77.0586,66.33,20,100,6.11,overcast clouds
465,Manokwari,ID,-0.8667,134.0833,77.14,81,94,6.17,overcast clouds
466,Tanout,NE,14.9709,8.8879,73.22,16,68,11.48,broken clouds
467,Jinzhou,CN,41.1078,121.1417,21.49,79,100,1.97,overcast clouds
468,Emba,KZ,48.8264,58.1442,11.5,83,100,7.0,overcast clouds
469,Gevrai,IN,19.2667,75.75,66.94,32,78,4.68,broken clouds
470,Toyota,JP,35.0833,137.15,40.39,50,100,5.66,overcast clouds
471,Havre-St-Pierre,CA,50.2334,-63.5986,18.39,71,100,13.06,overcast clouds
472,Launceston,AU,-41.45,147.1667,46.04,94,100,5.75,fog
473,Plyussa,RU,58.4308,29.3654,26.42,98,100,3.96,overcast clouds
474,Yinchuan,CN,38.4681,106.2731,26.51,32,33,4.38,scattered clouds
475,Faranah,GN,10.0404,-10.7434,83.62,14,67,4.79,broken clouds
476,Merauke,ID,-8.4667,140.3333,78.28,88,100,10.83,overcast clouds
477,Aripuanã,BR,-9.1667,-60.6333,84.69,74,37,0.27,scattered clouds
478,Margate,GB,51.3813,1.3862,49.87,82,94,5.01,overcast clouds
479,Aksu,CN,41.1231,80.2644,17.56,86,100,4.59,overcast clouds
480,Cherëmukhovo,RU,60.3484,59.9851,11.88,96,100,2.21,overcast clouds
481,Flagstaff,US,35.1981,-111.6513,46.6,35,0,12.66,clear sky
482,Colesberg,ZA,-30.72,25.0972,70.2,53,48,11.97,scattered clouds
483,Birjand,IR,32.8663,59.2211,47.52,78,96,6.6,overcast clouds
484,Luziânia,BR,-16.2525,-47.9503,83.89,55,46,4.59,scattered clouds
485,Arona,ES,28.0996,-16.681,61.39,54,20,10.36,few clouds
486,Hervey Bay,AU,-25.2986,152.8535,77.0,87,14,1.25,few clouds
487,San Angelo,US,31.4638,-100.437,37.89,88,100,8.05,overcast clouds
488,Nan,TH,18.8333,100.6667,66.06,47,26,1.19,scattered clouds
489,Bariloche,AR,-41.1456,-71.3082,81.25,34,0,6.15,clear sky
490,El Ocotito,MX,17.25,-99.5667,89.58,23,0,7.36,clear sky
491,San Quintín,MX,30.4833,-115.95,63.82,39,14,6.02,few clouds
492,Juba,SS,4.8517,31.5825,81.07,28,87,1.03,overcast clouds
493,Shingū,JP,33.7333,135.9833,35.58,68,44,5.44,scattered clouds
494,Çay,TR,38.5917,31.0286,30.02,71,46,5.46,scattered clouds
495,Pangnirtung,CA,66.1451,-65.7125,-20.33,99,100,3.76,overcast clouds
496,Casablanca,MA,33.5928,-7.6192,55.74,76,20,9.22,few clouds
497,Kismayo,SO,-0.3582,42.5454,76.82,83,19,12.73,few clouds
498,Okhotsk,RU,59.3833,143.3,-8.27,90,77,10.54,broken clouds
499,Vidim,RU,56.4088,103.1106,4.53,97,100,6.29,light snow
500,Matamoros,MX,25.5333,-103.25,68.11,38,75,20.71,broken clouds
501,Byron Bay,AU,-28.65,153.6167,72.95,93,15,3.85,few clouds
502,Ponta do Sol,PT,32.6667,-17.1,61.43,57,49,8.88,scattered clouds
503,Hambantota,LK,6.1241,81.1185,76.26,90,100,12.21,light rain
504,Province of Mantua,IT,45.1667,10.7833,49.24,76,0,4.0,clear sky
505,Nador,MA,35.174,-2.9287,53.85,100,100,6.91,overcast clouds
506,San Juan,AR,-31.5375,-68.5364,87.66,32,2,5.21,clear sky
507,Krasnosel'kup,RU,65.7,82.4667,-0.02,99,54,8.63,broken clouds
508,Karratha,AU,-20.7377,116.8463,85.41,68,29,5.12,scattered clouds
509,Tura,IN,25.5198,90.2201,56.77,58,2,3.24,clear sky
510,Nanyang,CN,32.9947,112.5328,30.07,68,100,4.29,overcast clouds
511,Iralaya,HN,15.0,-83.2333,81.03,65,5,9.73,clear sky
512,Kapuskasing,CA,49.4169,-82.4331,-7.51,59,100,19.57,overcast clouds
513,Baza,ES,37.4907,-2.7726,45.57,49,0,5.55,clear sky
514,Souillac,MU,-20.5167,57.5167,78.31,86,37,8.5,light rain
515,Prado,BR,-17.3411,-39.2208,80.55,70,0,9.53,clear sky
516,El Alto,PE,-4.2714,-81.2147,83.86,67,65,13.65,broken clouds
517,Heyang,CN,26.1011,107.473,42.24,86,100,3.04,overcast clouds
518,Sibolga,ID,1.7427,98.7792,75.67,90,97,2.84,overcast clouds
519,Arrifes,PT,37.7667,-25.7,57.45,77,20,14.97,few clouds
520,Darhan,MN,49.4867,105.9228,-9.67,98,16,5.99,few clouds
521,Tarko-Sale,RU,64.9225,77.785,4.42,96,10,9.4,clear sky
522,Berbérati,CF,4.2612,15.7922,77.13,63,99,5.23,overcast clouds
523,Kholm-Zhirkovskiy,RU,55.5189,33.4731,30.58,93,100,9.17,light snow
524,Penukonda,IN,14.0833,77.5833,67.23,59,31,5.64,scattered clouds
525,Seoul,KR,37.5683,126.9778,26.2,47,0,3.44,clear sky
526,Hisor,TJ,38.525,68.5512,42.55,91,86,3.98,overcast clouds
527,Sulangan,PH,11.1373,123.7228,79.43,83,6,17.31,clear sky
528,Guatire,VE,10.4762,-66.5427,84.2,54,8,6.6,clear sky
529,Malé,MV,4.1748,73.5089,80.24,69,70,11.41,broken clouds
530,Barão de Melgaço,BR,-16.1944,-55.9675,87.58,63,99,2.01,overcast clouds
531,Awjilah,LY,29.1081,21.2869,54.97,46,25,4.68,scattered clouds
532,Qaqortoq,GL,60.7167,-46.0333,0.93,94,25,3.2,scattered clouds
533,Faya,SA,18.3851,42.4509,52.32,70,0,3.18,clear sky
534,Quatre Cocos,MU,-20.2078,57.7625,78.1,82,3,5.46,light rain
535,Shaunavon,CA,49.6501,-108.4181,-0.62,87,100,15.86,overcast clouds
536,Luganville,VU,-15.5333,167.1667,81.36,79,19,4.05,few clouds
537,Chapleau,CA,47.8405,-83.4034,1.76,86,100,12.37,overcast clouds
538,Coquimbo,CL,-29.9533,-71.3436,67.73,72,20,10.36,few clouds
539,Padang,ID,-0.9492,100.3543,76.19,83,100,3.36,light rain
540,Quthing,LS,-30.4,27.7003,65.97,62,25,7.54,scattered clouds
541,Rabo de Peixe,PT,37.8,-25.5833,58.51,77,20,14.97,few clouds
542,Carballo,ES,43.213,-8.691,51.22,90,0,2.68,clear sky
543,Bad Hofgastein,AT,47.1667,13.1,40.14,91,100,15.01,overcast clouds
544,Kwang Binh,VN,17.4833,106.6,70.21,99,100,3.13,overcast clouds
545,Ninotsminda,GE,41.2646,43.5916,15.67,97,100,4.63,light snow
546,Kautokeino,NO,69.0125,23.0412,-6.48,100,54,2.01,broken clouds
547,Nhulunbuy,AU,-12.2333,136.7667,81.21,89,100,6.91,light rain
548,Campbell River,CA,50.0163,-125.2446,38.44,85,100,6.78,overcast clouds
549,Bom Jardim,BR,-7.7958,-35.5872,81.73,59,68,14.52,broken clouds
550,Riyadh,SA,24.6877,46.7219,59.14,59,0,9.37,clear sky
551,Aksarka,RU,66.5606,67.7975,4.62,96,42,7.76,scattered clouds
552,Nelson Bay,AU,-32.7167,152.15,73.0,85,0,5.01,clear sky
553,High Rock,BS,26.6208,-78.2833,78.82,72,0,9.98,clear sky
554,Asău,RO,46.4333,26.4,31.12,92,30,6.31,scattered clouds
555,Akureyri,IS,65.6835,-18.0878,30.36,97,100,6.22,light snow
556,Mackay,AU,-21.15,149.2,79.57,76,76,4.0,broken clouds
557,San Patricio,US,28.017,-97.5169,46.26,73,100,11.95,overcast clouds
558,Amapá,BR,1.0,-52.0,75.52,96,89,3.85,heavy intensity rain
559,Berbera,SO,10.4396,45.0143,76.17,67,3,8.08,clear sky
560,Maués,BR,-3.3836,-57.7186,82.26,75,78,2.77,broken clouds
561,Saugor,IN,23.8333,78.7167,56.73,31,100,2.33,overcast clouds
562,Mersing,MY,2.4312,103.8405,75.99,93,100,10.25,overcast clouds
563,Los Córdobas,CO,8.894,-76.3546,83.66,57,18,10.54,few clouds
564,Kingman,US,35.1894,-114.053,57.45,21,0,6.91,clear sky
565,Idrinskoye,RU,54.3708,92.1358,-9.09,100,95,1.72,overcast clouds
566,Rio Grande,BR,-32.035,-52.0986,80.71,72,75,14.83,moderate rain
567,Gornopravdinsk,RU,60.05,69.9,13.96,99,99,3.15,overcast clouds
568,Vila Velha,BR,-20.3297,-40.2925,84.15,72,20,18.41,few clouds
569,Menongue,AO,-14.6585,17.691,64.02,98,100,6.22,moderate rain
570,Albury,AU,-36.0833,146.9167,50.32,100,7,8.01,clear sky
571,Vuktyl,RU,63.8567,57.3094,13.75,92,97,9.08,overcast clouds
572,Mergen,CN,49.1833,125.2167,-21.5,96,61,1.3,broken clouds
573,Kargil,IN,34.5667,76.1,5.59,97,100,1.77,overcast clouds
574,Coffeyville,US,37.0373,-95.6164,46.69,31,0,6.91,clear sky
575,Qena,EG,26.1615,32.7183,55.02,33,0,7.27,clear sky
576,Huilong,CN,31.8111,121.655,38.93,70,100,6.67,overcast clouds
577,Teacapan,MX,22.55,-105.75,76.69,58,97,10.02,overcast clouds
578,Olinda,BR,-8.0089,-34.8553,83.93,70,75,9.22,broken clouds
579,Hurricane,US,37.1753,-113.2899,53.94,38,10,1.14,clear sky
580,Willmar,US,45.1219,-95.0433,1.35,55,0,17.27,clear sky
581,Oranjestad,AW,12.524,-70.027,82.9,68,20,18.41,few clouds
582,Podstepki,RU,53.5151,49.1355,13.95,97,100,3.74,overcast clouds
583,Pangani,TZ,-5.4333,38.9667,76.33,91,16,6.62,few clouds
584,Chunhuhub,MX,19.55,-88.6833,87.53,46,91,5.37,overcast clouds
585,Skibbereen,IE,51.55,-9.2667,51.12,85,69,19.22,broken clouds
586,Włodawa,PL,51.55,23.55,32.95,77,100,15.7,overcast clouds
587,Mbaïki,CF,3.8678,17.9892,75.51,65,36,3.18,scattered clouds
588,Sorong,ID,-0.8833,131.25,79.79,82,100,10.36,overcast clouds
589,Roşia,RO,45.8167,24.3167,36.09,75,75,1.14,broken clouds
590,Kabanjahe,ID,3.1001,98.4908,62.89,95,94,3.24,overcast clouds
591,Portland,US,45.5234,-122.6762,49.8,58,75,5.01,broken clouds
592,Esil,KZ,51.9556,66.4042,2.26,87,69,7.29,broken clouds
593,Saint-Pierre,RE,-21.3393,55.4781,78.48,89,75,23.02,broken clouds
594,Leshukonskoye,RU,64.8989,45.7622,15.15,97,99,3.62,light snow
595,Sorsk,RU,54.0033,90.2467,-0.18,90,5,2.59,clear sky
596,Oodweyne,SO,9.4092,45.064,67.44,30,4,12.48,clear sky
597,Treinta y Tres,UY,-33.2333,-54.3833,66.96,96,100,7.63,overcast clouds
598,Juneau,US,58.3019,-134.4197,32.22,97,100,0.0,light snow
599,Kivertsi,UA,50.8343,25.4582,34.92,96,100,6.38,overcast clouds
600,Lamar,US,33.6668,-95.5836,34.36,97,100,10.36,mist
601,Aykhal,RU,66.0,111.5,-18.81,100,100,4.47,overcast clouds
602,Espumoso,BR,-28.7247,-52.8497,92.7,30,76,9.44,broken clouds
603,Hamilton,US,39.1834,-84.5333,39.29,47,0,10.36,clear sky
604,North Bend,US,43.4065,-124.2243,52.07,87,0,5.75,clear sky
605,Belmonte,BR,-15.8631,-38.8828,81.05,68,0,8.59,clear sky
606,Gore,NZ,-46.1028,168.9436,68.23,74,17,1.01,few clouds
607,Mrakovo,RU,52.7161,56.6244,-1.03,93,88,4.18,overcast clouds
608,Kultuk,RU,51.7208,103.6956,1.62,90,14,5.7,few clouds
609,Buala,SB,-8.145,159.5921,78.85,84,100,3.76,light rain
610,Bajil,YE,15.0584,43.2851,77.52,70,1,6.13,clear sky
611,Kingsport,US,36.5484,-82.5618,45.75,90,100,3.44,overcast clouds
612,Peniche,PT,39.3558,-9.3811,48.56,82,0,6.11,clear sky
613,Kolokani,ML,13.5728,-8.0339,79.29,14,100,9.8,overcast clouds
614,Manbij,SY,36.5281,37.9549,38.98,65,0,8.52,clear sky
615,Tocopilla,CL,-22.092,-70.1979,74.64,77,23,5.26,few clouds
616,San Cristobal,VE,7.7669,-72.225,77.18,27,8,6.96,clear sky
617,Port-Cartier,CA,50.0334,-66.8654,15.75,83,100,10.76,overcast clouds
618,Mut,TR,36.6439,33.4389,35.64,52,0,4.94,clear sky
619,Kalabo,ZM,-14.97,22.6814,68.72,89,84,3.8,light rain
620,Alto Araguaia,BR,-17.3147,-53.2153,81.41,66,100,4.99,overcast clouds
621,Cheremkhovo,RU,53.1561,103.0675,-9.17,100,91,1.63,overcast clouds
622,Esso,RU,55.9333,158.7,-11.11,95,34,4.9,scattered clouds
623,Sergeevka,KZ,53.88,67.4158,-8.55,95,5,1.74,clear sky
624,Port Keats,AU,-14.25,129.55,80.74,80,100,4.32,overcast clouds
625,Ochamchira,GE,42.7121,41.4721,40.8,71,100,3.04,light rain
626,Montería,CO,8.748,-75.8814,91.18,36,43,5.21,scattered clouds
627,Ucluelet,CA,48.9329,-125.5528,45.09,92,100,1.99,overcast clouds
628,Padre Bernardo,BR,-15.35,-48.5,80.22,66,98,4.81,overcast clouds
629,Fort Beaufort,ZA,-32.7748,26.6338,67.24,95,88,3.24,overcast clouds
630,Pithora,IN,21.2667,82.5167,58.96,18,99,4.07,overcast clouds
631,Ramsi,EE,58.3066,25.5416,26.96,86,96,9.22,overcast clouds
632,Goroka,PG,-6.0834,145.3873,59.99,96,100,1.97,overcast clouds
633,Bahile,PH,9.9995,118.7878,74.89,87,86,2.24,overcast clouds
634,Esperance,AU,-33.8667,121.9,60.08,75,28,9.46,scattered clouds
635,Muroto-misakicho,JP,33.2833,134.15,45.86,69,79,13.73,broken clouds
636,Antsohihy,MG,-14.8796,47.9875,75.92,92,100,1.86,light rain
637,Eyl,SO,7.9803,49.8164,74.41,69,1,18.3,clear sky
638,Barreirinhas,BR,-2.7469,-42.8264,79.23,82,100,6.44,light rain
639,Batticaloa,LK,7.7102,81.6924,76.95,87,100,6.69,overcast clouds
640,Innisfail,AU,-17.5333,146.0333,76.19,89,100,3.65,overcast clouds
641,Chul'man,RU,56.8479,124.9104,-13.23,100,100,2.46,overcast clouds
642,Kamina,CD,-8.7386,24.9906,65.25,91,62,2.86,broken clouds
643,Sistranda,NO,63.7256,8.834,31.96,63,14,13.04,few clouds
644,Kenai,US,60.5544,-151.2583,28.15,97,100,0.0,light snow
645,Nemuro,JP,43.3236,145.575,15.12,75,28,15.9,scattered clouds
646,Florianópolis,BR,-27.6146,-48.5012,82.54,84,40,12.66,scattered clouds
647,Ormara,PK,25.2088,64.6357,68.32,53,0,7.87,clear sky
648,Zaraza,VE,9.3503,-65.3245,92.66,28,0,10.09,clear sky
649,Simao,CN,22.7886,100.9748,56.32,66,47,2.33,scattered clouds
650,Moose Factory,CA,51.2585,-80.6094,-16.62,58,75,20.71,haze
651,Ambilobe,MG,-13.2,49.05,74.77,94,93,2.15,light rain
652,Roseburg,US,43.2165,-123.3417,41.11,65,0,0.0,clear sky
653,Birao,CF,10.2849,22.7882,76.55,16,22,7.05,few clouds
654,Majene,ID,-3.5403,118.9707,74.91,88,100,4.47,overcast clouds
655,Jumla,NP,29.2747,82.1838,38.55,30,1,4.79,clear sky
656,Viedma,AR,-40.8135,-62.9967,84.7,33,63,16.44,broken clouds
657,Hudson Bay,CA,52.85,-102.3842,-9.33,80,43,6.13,scattered clouds
658,Sawākin,SD,19.1059,37.3321,71.92,57,5,8.97,clear sky
659,Ebeltoft,DK,56.1944,10.6821,36.63,87,75,4.61,broken clouds
660,Caucayá,CO,-0.1934,-74.7819,95.43,25,14,4.41,few clouds
661,High Prairie,CA,55.4334,-116.4858,12.67,85,100,6.44,overcast clouds
662,Campobello di Mazara,IT,37.6358,12.7443,50.47,85,51,5.68,broken clouds
663,Russell,US,32.3502,-85.1999,55.18,94,100,4.61,overcast clouds
664,Mankera,PK,31.3866,71.4407,57.85,29,2,5.95,clear sky
665,Atasū,KZ,48.6814,71.6433,18.91,88,100,8.37,overcast clouds
666,Talcahuano,CL,-36.7167,-73.1167,80.28,36,0,25.32,clear sky
667,Andros Town,BS,24.7,-77.7667,80.56,65,2,12.93,clear sky
668,Nanortalik,GL,60.1432,-45.2371,15.93,74,100,16.22,overcast clouds
669,Makakilo City,US,21.3469,-158.0858,79.45,66,0,3.44,clear sky
670,Ilhabela,BR,-23.7781,-45.3581,83.44,70,15,5.97,few clouds
671,Guaxupé,BR,-21.3053,-46.7128,70.74,91,98,1.19,overcast clouds
672,Salinópolis,BR,-0.6136,-47.3561,75.18,89,100,8.75,overcast clouds
673,Koné,NC,-21.0595,164.8658,76.59,80,96,5.08,overcast clouds
674,Inhambane,MZ,-23.865,35.3833,77.31,71,7,11.25,clear sky
675,Khammam,IN,17.25,80.15,68.18,67,71,3.04,broken clouds
676,Los Llanos de Aridane,ES,28.6585,-17.9182,58.75,73,40,9.22,scattered clouds
677,Jiayuguan City,CN,39.8167,98.3,21.36,42,7,3.18,clear sky
678,Gurupá,BR,-1.405,-51.64,78.03,86,98,5.46,light rain
679,Kot Samaba,PK,28.5522,70.4684,61.07,30,0,3.31,clear sky
680,Aljezur,PT,37.3191,-8.8033,49.46,75,0,4.41,clear sky
681,Pokhara,NP,28.2333,83.9833,55.94,22,0,5.68,clear sky
682,Tari,NG,12.4086,4.4914,82.18,15,97,8.46,overcast clouds
683,Raton,US,36.9034,-104.4391,45.21,25,0,10.36,clear sky
684,Karlskrona,SE,56.1616,15.5866,25.25,76,75,4.63,broken clouds
685,Tumpat,MY,6.1978,102.171,75.36,92,96,5.35,overcast clouds
686,Jalingo,NG,8.8833,11.3667,83.52,16,0,5.23,clear sky
687,Yarmouth,US,41.7057,-70.2286,36.97,58,0,17.27,clear sky
688,Biharamulo,TZ,-2.6319,31.3089,61.61,86,68,4.27,broken clouds
689,Samarai,PG,-10.6167,150.6667,81.5,79,99,6.91,heavy intensity rain
690,Nakhon Nayok,TH,14.1667,101.1,79.21,63,68,2.62,broken clouds
691,Amboise,FR,47.4125,0.9827,46.94,72,100,3.44,overcast clouds
692,Senador Pompeu,BR,-5.5881,-39.3717,89.31,43,98,3.42,overcast clouds
693,Dongsheng,CN,39.8161,109.9776,17.4,36,8,10.25,clear sky
694,Ponta Delgada,PT,37.7333,-25.6667,59.72,77,20,14.97,few clouds
695,Gairatganj,IN,23.4202,78.2385,57.07,31,51,4.14,broken clouds
